date,GDP,CNP16OV,GDPDEF,AWHNONAG,CE16OV,COMPNFB,PCEPILFE,DFF,PCE,FPI,BAA,BAMLC8A0C15PYEY,GS10,GDI
2011-12-31,15842.259,240431.0,91.985,33.7,140699.0,86.208,91.794,0.07,10809.2,2400.138,5.25,5.25,2.05,15863.772
2012-03-31,16068.805,242436.0,92.525,33.7,141826.0,88.273,92.373,0.1,10959.3,2487.473,5.2,5.11,2.04,16274.824
2012-06-30,16207.115,242968.0,92.907,33.7,142165.0,88.735,92.755,0.15,11005.0,2545.458,5.09,4.96,1.82,16379.664
2012-09-30,16319.541,243564.0,93.417,33.7,142542.0,88.723,93.023,0.14,11059.4,2559.69,4.87,4.6,1.64,16329.29
2012-12-31,16420.419,244169.0,93.885,33.7,143365.0,91.002,93.435,0.16,11165.7,2609.548,4.57,4.46,1.71,16646.696
2013-03-31,16648.189,244829.0,94.258,33.7,143323.0,89.628,93.8,0.14,11277.7,2661.196,4.81,4.67,1.95,16711.465
2013-06-30,16728.687,245363.0,94.461,33.7,143839.0,90.228,94.064,0.12,11315.7,2697.549,4.84,4.75,2.0,16848.772
2013-09-30,16953.838,245961.0,94.924,33.6,144336.0,90.027,94.434,0.09,11408.4,2755.705,5.4,5.35,2.71,16946.988
2013-12-31,17192.019,246564.0,95.426,33.6,144265.0,90.755,94.841,0.09,11551.2,2816.948,5.36,5.33,2.75,17134.661
2014-03-31,17197.738,247086.0,95.788,33.5,145311.0,92.492,95.141,0.07,11646.0,2870.77,5.12,5.07,2.76,17313.351
2014-06-30,17518.508,247625.0,96.33,33.7,145913.0,91.979,95.556,0.09,11810.4,2961.343,4.82,4.76,2.62,17652.741
2014-09-30,17804.228,248233.0,96.726,33.7,146569.0,92.475,95.915,0.09,11959.8,3038.113,4.74,4.64,2.5,17928.908
2014-12-31,17912.079,248843.0,96.822,33.8,147482.0,93.482,96.175,0.1,12081.6,3086.53,4.74,4.59,2.28,18101.313
2015-03-31,18063.529,249901.0,96.769,33.7,148106.0,94.572,96.336,0.11,12119.8,3107.041,4.5,4.35,1.97,18212.948
2015-06-30,18279.784,250461.0,97.325,33.6,148715.0,95.406,96.765,0.13,12264.1,3139.856,4.83,4.67,2.17,18381.066
2015-09-30,18401.626,251099.0,97.583,33.7,148946.0,96.001,97.077,0.13,12382.5,3176.809,5.24,4.97,2.22,18460.774
2015-12-31,18435.137,251741.0,97.581,33.7,149612.0,95.81,97.319,0.16,12423.4,3169.729,5.42,5.04,2.19,18497.179
2016-03-31,18525.933,252581.0,97.496,33.6,150937.0,95.845,97.726,0.36,12523.2,3181.999,5.31,5.05,1.92,18592.063
2016-06-30,18711.702,253180.0,98.159,33.6,151143.0,96.196,98.262,0.37,12665.1,3215.897,4.67,4.5,1.75,18630.413
2016-09-30,18892.639,253855.0,98.41,33.6,151698.0,96.61,98.689,0.39,12797.1,3256.247,4.26,4.13,1.56,18800.88
2016-12-31,19089.379,254534.0,98.886,33.6,151968.0,97.654,99.029,0.45,12922.0,3302.805,4.64,4.52,2.13,18984.656
2017-03-31,19280.084,254247.0,99.39,33.6,152566.0,98.629,99.488,0.7,13097.3,3356.791,4.66,4.6,2.44,19237.015
2017-06-30,19438.643,254771.0,99.65,33.7,153214.0,99.235,99.821,0.95,13188.8,3407.44,4.5,4.42,2.26,19405.93
2017-09-30,19692.595,255357.0,100.162,33.6,153786.0,100.517,100.123,1.15,13325.1,3445.283,4.33,4.27,2.24,19601.627
2017-12-31,20037.088,255941.0,100.778,33.7,153773.0,101.869,100.568,1.2,13551.4,3530.448,4.27,4.19,2.37,19932.229
2018-03-31,20328.553,256937.0,101.419,33.7,154945.0,102.479,101.208,1.45,13745.1,3610.589,4.47,4.37,2.76,20204.957
2018-06-30,20580.912,257456.0,102.136,33.7,155575.0,103.014,101.751,1.74,13891.3,3666.129,4.78,4.66,2.92,20470.2
2018-09-30,20798.73,258066.0,102.577,33.7,155888.0,104.021,102.076,1.93,14002.2,3690.028,4.81,4.7,2.93,20760.836
2018-12-31,20917.867,258703.0,103.019,33.7,156643.0,104.364,102.552,2.22,14099.2,3706.704,5.14,4.98,3.03,20936.314
2019-03-31,21111.6,258389.0,103.328,33.7,156684.0,106.824,102.964,2.4,14150.2,3735.845,4.97,4.76,2.65,21211.258
2019-06-30,21397.938,258864.0,103.862,33.6,156893.0,106.834,103.399,2.4,14350.7,3820.789,4.6,4.39,2.33,21369.395
2019-09-30,21717.171,259432.0,104.192,33.6,157899.0,106.889,103.783,2.19,14548.3,3869.365,4.02,3.84,1.8,21557.692
2019-12-31,21933.217,260015.0,104.516,33.6,158673.0,108.74,104.147,1.65,14701.1,3857.115,3.91,3.74,1.79,21793.424
2020-03-31,21727.657,259629.0,104.999,33.6,157525.0,111.294,104.589,1.25,14496.2,3841.036,3.89,3.66,1.38,21760.154
2020-06-30,19935.444,260049.0,104.612,33.9,137567.0,117.819,104.386,0.06,13175.6,3552.634,3.91,3.55,0.69,19789.939
2020-09-30,21684.551,260558.0,105.527,34.1,146215.0,116.092,105.177,0.09,14478.0,3802.372,3.31,3.05,0.65,21261.97
2020-12-31,22068.767,261080.0,106.244,34.2,149947.0,119.067,105.651,0.09,14752.7,3968.294,3.3,3.06,0.86,22173.83
2021-03-31,22656.793,260924.0,107.59,34.3,150228.0,119.229,106.54,0.08,15259.4,4086.717,3.47,3.3,1.32,22686.561
2021-06-30,23368.861,261217.0,109.256,34.3,151450.0,121.121,108.082,0.07,16016.4,4182.192,3.55,3.39,1.59,23338.862
2021-09-30,23921.991,261615.0,110.897,34.2,153289.0,122.764,109.385,0.09,16363.9,4231.018,3.24,3.09,1.32,23947.672
2021-12-31,24777.038,262024.0,112.826,34.2,155368.0,124.523,110.811,0.08,16816.2,4346.39,3.31,3.19,1.54,24745.215
2022-03-31,25215.491,263323.0,115.119,34.1,157640.0,125.017,112.465,0.12,17175.1,4539.883,3.95,3.82,1.94,25355.214
2022-06-30,25805.791,263691.0,117.731,34.1,158121.0,125.13,113.795,0.77,17603.8,4669.571,5.02,4.87,2.93,25912.65
2022-09-30,26272.011,264184.0,119.057,34.0,158601.0,127.388,115.247,2.18,17876.2,4727.803,5.35,5.17,3.11,26454.67
2022-12-31,26734.277,264696.0,120.157,33.9,158817.0,127.531,116.577,3.65,18108.3,4749.042,5.97,5.78,3.83,26607.38
2023-03-31,27164.359,266115.0,121.251,34.0,160475.0,128.718,117.931,4.51,18506.2,4826.317,5.6,5.4,3.65,26964.49
2023-06-30,27453.815,266621.0,121.804,33.8,160916.0,130.778,119.049,4.99,18685.7,4925.655,5.68,5.48,3.59,27229.296
2023-09-30,27967.697,267214.0,122.768,33.8,161367.0,132.641,119.745,5.26,18929.0,4974.163,5.97,5.77,4.15,27627.915
2023-12-31,28296.967,267818.0,123.241,33.8,161407.0,134.174,120.346,5.33,19170.1,5046.126,6.19,5.98,4.44,28082.659
2024-03-31,28624.069,267712.0,124.163,33.7,161209.0,137.423,121.458,5.33,19424.8,5138.499,5.73,5.52,4.16,28499.212
2024-06-30,29016.714,268251.0,124.943,33.7,161271.0,137.798,122.296,5.33,19682.7,5201.053,5.92,5.73,4.44,28821.879
2024-09-30,29374.914,268860.0,125.532,33.7,161482.0,138.247,122.961,5.26,19938.5,5269.195,5.62,5.43,3.95,29055.361
2024-12-31,29723.864,269463.0,126.257,33.7,161433.0,139.534,123.764,4.65,20255.5,5275.129,5.74,5.56,4.28,29544.303
