DATE;CNP16OV;HP filtered
2016-06-01;253397;253227.21404691
2016-07-01;253620;253414.717978871
2016-08-01;253854;253597.565480898
2016-09-01;254091;253775.967839848
2016-10-01;254321;253950.296614152
2016-11-01;254540;254121.120257342
2016-12-01;254742;254289.238912564
2017-01-01;254082;254455.714522806
2017-02-01;254246;254621.892006733
2017-03-01;254414;254788.882711435
2017-04-01;254588;254957.563051497
2017-05-01;254767;255128.575139809
2017-06-01;254957;255302.330112355
2017-07-01;255151;255479.013120656
2017-08-01;255357;255658.593484912
2017-09-01;255562;255840.835517125
2017-10-01;255766;256025.315033366
2017-11-01;255949;256211.43357751
2017-12-01;256109;256398.430621535
2018-01-01;256780;256585.381616434
2018-02-01;256934;256771.181119061
2018-03-01;257097;256954.84532276
2018-04-01;257272;257135.492182676
2018-05-01;257454;257312.328500626
2018-06-01;257642;257484.646395813
2018-07-01;257843;257651.82653213
2018-08-01;258066;257813.347919468
2018-09-01;258290;257968.809051138
2018-10-01;258514;258117.966328002
2018-11-01;258708;258260.776895264
2018-12-01;258888;258397.445419171
2019-01-01;258239;258528.456080415
2019-02-01;258392;258654.599656297
2019-03-01;258537;258776.486014069
2019-04-01;258693;258894.5608962
2019-05-01;258861;259009.120366396
2019-06-01;259037;259120.334512806
2019-07-01;259225;259228.28084835
2019-08-01;259432;259332.984801876
2019-09-01;259638;259434.469751703
2019-10-01;259845;259532.820960648
2019-11-01;260020;259628.250897934
2019-12-01;260181;259721.167144682
2020-01-01;259502;259812.222125204
2020-02-01;259628;259902.355659345
2020-03-01;259758;259992.313678122
2020-04-01;259896;260082.670640265
2020-05-01;260047;260173.854558457
2020-06-01;260204;260266.176776228
2020-07-01;260373;260359.869353011
2020-08-01;260558;260455.125487753
2020-09-01;260742;260552.146586056
2020-10-01;260925;260651.198350092
2020-11-01;261085;260752.665140418
2020-12-01;261230;260857.102443619
2021-01-01;260851;260965.27345557
2021-02-01;260918;261078.174433118
2021-03-01;261003;261196.7302122
2021-04-01;261103;261321.765519732
2021-05-01;261210;261453.984001249
2021-06-01;261338;261593.952573834
2021-07-01;261469;261742.08566457
2021-08-01;261611;261898.637730182
2021-09-01;261766;262063.692548853
2021-10-01;261908;262237.154125186
2021-11-01;262029;262418.740405941
2021-12-01;262136;262607.963616549
2022-01-01;263202;262804.092394687
2022-02-01;263324;263006.100400773
2022-03-01;263444;263213.209987477
2022-04-01;263559;263424.842194721
2022-05-01;263679;263640.562306181
2022-06-01;263835;263860.019454165
2022-07-01;264012;264082.886794537
2022-08-01;264184;264308.821846004
2022-09-01;264356;264537.437823025
2022-10-01;264535;264768.269926407
2022-11-01;264708;265000.739958316
2022-12-01;264844;265234.123927215
2023-01-01;265962;265467.514879093
2023-02-01;266112;265699.762032483
2023-03-01;266272;265930.023659122
2023-04-01;266443;266157.715679473
2023-05-01;266618;266382.467749214
2023-06-01;266801;266604.087826722
2023-07-01;267002;266822.531078033
2023-08-01;267213;267037.875739288
2023-09-01;267428;267250.312214708
2023-10-01;267642;267460.140361173
2023-11-01;267822;267667.771090432
2023-12-01;267991;267873.728976506
2024-01-01;267540;268078.634986487
2024-02-01;267711;268283.183381854
